State,District,Latitude,Longitude,District Code,Population,Households with Internet,Total Workers,Cultivator Workers,Agricultural Workers,Household Workers,Households with Electric Lighting,Households with Internet,Households with Computer,Below Primary Education,Households with Bathing Facility,Households with Latrine Facility within Premises,Water Source Near Premises Households,Water Source Within Premises Households,Main Water Source: Tank/Pond/Lake Households,Main Water Source: Tapwater Households,Main Water Source: Tubewell/Borehole Households,Owned Households,Rented Households,Age Group 0-29,Age Group 30-49,Age Group 50+,Total Power Parity,Households with Internet,Sex ratio,Literacy rate
Punjab,Moga,30.756540067340065,75.1600845117845,42,995746,7897,359172,91622,82397,18098,183396,7897,21662,98764,171503,167596,25433,151928,199,91608,71851,178205,9104,535408,258826,194768,2774,7897,89.0,63.0
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,901896,4571,335326,86565,111014,5187,166585,4571,14077,90240,152188,133635,27435,125869,205,94584,2897,159581,9169,495167,242628,162297,2025,4571,90.0,58.0
Punjab,Patiala,30.214540380693364,76.27505893949697,48,1895686,24274,660267,113182,89123,23647,352929,24274,55105,173890,327085,309524,39120,306941,161,207661,119054,325608,28546,1042519,517079,335100,5679,24274,89.0,67.0
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,684627,6600,233676,45640,21520,12321,129123,6600,17542,53005,114310,88385,17770,107694,86,80769,16514,114943,14317,365300,185424,131707,2034,6600,92.0,73.0
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,1655169,10736,568758,157191,91799,18578,305557,10736,30955,163251,282915,259912,41855,255649,411,150522,120978,294479,15033,904316,435148,311621,3943,10736,89.0,61.0
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,2583052,13499,1053722,298856,145523,35602,393498,13499,41732,379043,305048,204571,150655,194127,13917,247504,12999,437083,40066,1561077,629951,388040,4339,13499,95.0,59.0
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,3674179,9750,1708542,898891,216772,34562,485723,9750,45770,492781,330836,172919,259700,216309,7856,189088,196407,595153,27599,2346721,836000,490137,5732,9750,89.0,59.0
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,1797485,2324,916574,546569,199370,19818,120603,2324,15062,240067,72390,45574,147013,56756,1411,38137,13454,352341,10180,1153029,406214,216554,2734,2324,98.0,46.0
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,1222755,1363,552583,216538,185037,15258,161310,1363,9491,203489,92962,42258,115070,60902,1020,57191,51719,223828,13069,762204,286344,173100,1741,1363,93.0,57.0
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2603751,2766,1202482,754260,132696,30565,126494,2766,37730,406804,234694,66597,213099,56954,104756,95785,54551,436661,8087,1731122,527629,326476,3437,2766,90.0,46.0
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,2548462,4179,1071154,500994,238894,25068,288723,4179,26106,363676,198184,85903,146614,103790,2861,101103,47246,411145,8732,1659515,546362,329127,3699,4179,88.0,58.0
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,2408523,6207,1148165,555168,163052,30149,373644,6207,24014,398993,231845,115740,202416,134845,8419,183367,37066,450389,37857,1439454,589476,365023,3694,6207,97.0,52.0
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,2363937,7607,986208,499223,103833,26244,220793,7607,29531,410155,301031,195188,99339,194668,30981,224200,37355,349733,17010,1543867,517271,288165,3411,7607,91.0,54.0
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1110906,1392,526091,250453,111388,11172,136969,1392,7705,153500,77636,42082,107798,60819,1830,51021,34631,202701,13298,686771,267648,155958,1723,1392,92.0,53.0
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,1544338,4941,802755,453201,123469,15435,268172,4941,16560,245603,138788,67820,150191,96673,1901,136583,54549,293931,27803,880043,398303,258997,3238,4941,97.0,53.0
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2039547,2577,902829,572644,87983,16594,231696,2577,15259,336671,268120,200805,131525,153018,14436,268551,22958,338115,6521,1293193,458725,272176,3361,2577,94.0,56.0
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,1634409,1719,684495,390960,76277,17185,195277,1719,14539,229035,85330,50480,151190,60038,5795,54241,91306,284497,4381,1047136,358718,210117,2286,1719,91.0,57.0
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,1206516,1330,523212,229936,74342,12721,96086,1330,9504,207566,77503,33172,108776,42599,1436,35615,7093,195242,4973,815651,248416,141365,1641,1330,85.0,57.0
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,1388552,1477,641515,227849,184330,12514,141275,1477,11742,238847,62463,38043,109767,52248,750,44442,21374,273174,6186,868458,317700,191917,2030,1477,99.0,49.0
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,1969168,6295,912672,268297,230438,13790,283142,6295,24901,237042,332389,316783,101909,236712,16832,274355,4556,330298,23354,1167889,502211,283484,3332,6295,89.0,61.0
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,1774692,3360,835260,370452,166833,13839,243163,3360,16217,239601,278085,278373,100071,192913,21671,246593,9019,306363,11944,1058044,453114,242361,2709,3360,91.0,58.0
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,6626178,76565,2464893,744374,131523,91011,990085,76565,182350,819004,816767,694107,347145,636260,43551,661375,199415,1001457,127486,4091148,1646480,884057,12219,76565,91.0,65.0
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,669919,754,288903,132466,43872,6835,43141,754,7416,109484,79428,26456,59269,15653,39207,27456,15114,107832,3328,448969,140294,79977,986,754,85.0,46.0
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1828730,1585,896644,493355,158013,21867,161845,1585,12794,270997,145214,51153,120431,116788,35089,136516,58639,315704,9562,1176496,390598,249379,2470,1585,95.0,45.0
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,1411129,1750,685950,328714,209772,11199,220428,1750,9403,226614,110586,46984,143197,49703,2455,75401,19447,263801,15426,850546,346110,213674,1962,1750,95.0,52.0
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,2137045,4828,894649,521692,68878,13472,297559,4828,24178,296093,297078,205571,142622,191632,9957,231401,87590,371091,9196,1298780,494124,330126,3300,4828,95.0,64.0
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,3687165,19335,1489741,592370,242017,42412,408808,19335,54808,497762,481462,248676,230034,245426,121473,305339,85467,574887,41870,2359786,836322,489280,5708,19335,92.0,55.0
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1458248,1059,628726,335302,115367,9521,132079,1059,13045,220644,69366,41754,113262,50675,7474,54328,55000,256601,4524,947173,310688,192042,1987,1059,86.0,55.0
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,1951014,12843,748811,140262,134992,25125,339899,12843,36297,286676,265337,195286,113176,220850,887,225351,32662,300393,69588,1177474,495896,275396,3394,12843,91.0,67.0
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,3307743,4449,1425882,734614,263401,29647,347344,4449,35328,513871,393528,209311,259545,166213,158868,237329,44579,562803,15019,2088323,754143,463469,4863,4449,95.0,53.0
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,2037573,4043,842327,243491,237280,26119,326793,4043,19270,293818,274998,124303,172802,150135,54021,197827,17013,396294,26351,1207983,467436,343384,3317,4043,99.0,53.0
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,1156597,1989,550831,207582,106587,13505,193276,1989,9222,190090,105451,49135,104150,70203,3744,86777,8412,229656,13593,687165,275099,193668,1821,1989,99.0,54.0
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1335551,1887,578068,313358,88804,12070,140947,1887,14310,205450,81379,52475,111924,56544,2461,54946,35191,243362,7424,841697,309237,183234,1900,1887,90.0,56.0
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,2677333,5647,1006504,501311,87889,22776,339457,5647,28382,369959,328313,222955,170669,212651,9786,248633,101296,434072,7418,1672813,605002,381226,4033,5647,95.0,62.0
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,1036346,2146,419829,124080,97823,9443,134089,2146,10297,117971,91080,54218,76134,75510,4243,81766,12864,184197,13430,649290,244401,142251,1621,2146,94.0,46.0
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,1421326,1908,649161,326083,113426,16004,158264,1908,12482,237191,92778,49974,123244,54174,3623,58786,10771,258120,7695,880194,334006,205593,2145,1908,95.0,53.0
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,3068420,14211,1365783,539106,302968,33535,357846,14211,48517,442946,223077,150738,231063,161112,3953,150942,45044,575790,35318,1876436,739287,451034,5101,14211,96.0,52.0
Sikkim,East,27.29600352941175,88.74908392156858,93,1709346,80037,579692,1156,3094,19541,352758,80037,127465,86484,333378,331089,28364,321816,1097,333999,12321,241976,101386,948963,497157,262124,7151,80037,88.0,79.0
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,754894,1749,359851,107312,166837,13564,177502,1749,8371,60697,40121,35933,152795,32840,609,173304,8599,181005,14004,380484,216103,157771,1258,1749,101.0,64.0
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,4646732,217368,1817297,14454,13674,37345,1096334,217368,355838,167207,1073399,1057802,245763,844285,80,908587,43461,522493,565934,2271657,1468902,899279,15742,217368,99.0,81.0
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,3458045,63273,1567950,80217,230026,50085,896325,63273,149920,220388,852521,630809,349543,559777,98,886960,27863,561733,346382,1579517,1117221,757738,13938,63273,100.0,76.0
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,15396,1169880,165170,539412,32027,598412,15396,50938,169844,293116,230004,389219,212704,138,498446,62059,526657,98143,1364411,764669,473617,5300,15396,99.0,70.0
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,3651,751170,201328,267345,15341,337972,3651,18927,129778,181094,72402,281438,37897,125,212222,48634,344702,32008,804186,434328,267536,2364,3651,95.0,61.0
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,9155,1105155,165405,467959,30829,500057,9155,38677,207751,356703,187447,381313,140831,934,459347,57892,445908,106467,1065734,647806,443528,4682,9155,100.0,69.0
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,18604,1195773,178170,370212,54322,595211,18604,58861,175017,503567,322847,393062,234189,270,511890,88031,466373,177609,1006543,701326,542295,7719,18604,99.0,66.0
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,100322,1673814,89343,272514,54732,961161,100322,200738,183054,805076,651240,496248,435671,3262,732354,129924,700252,281627,2076492,1200284,715895,8349,100322,99.0,75.0
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,15673,679620,15610,72867,35789,465692,15673,52943,134236,300602,427853,260206,189576,411,318483,50632,420282,57337,887052,556548,425849,4377,15673,102.0,83.0
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,4915,543298,85872,200837,11340,264949,4915,17995,76629,168148,118708,167820,106194,23,250198,20977,221047,61893,501585,320645,241843,2151,4915,102.0,68.0
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,34097,1354632,92719,372828,47293,754141,34097,95311,234611,551839,472221,434208,298527,1171,678712,62999,491822,279755,1528178,913715,593827,6917,34097,99.0,75.0
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,5585,671994,67482,345057,11555,381940,5585,19692,136593,155663,163184,282989,104497,291,266938,20471,365468,40644,828444,463326,323706,3026,5585,103.0,75.0
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,8960,898245,158473,253726,38797,441044,8960,31581,123573,330625,194417,308684,140627,154,365810,61860,343287,126986,817905,510413,397064,3824,8960,99.0,68.0
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,1507,299726,117304,118278,5343,135751,1507,7745,85210,56453,33135,111622,28692,933,122903,9740,132395,14725,291371,158218,115151,979,1507,100.0,66.0
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,4494,761693,209270,305149,13941,354493,4494,18272,97231,112174,109247,275689,57015,22488,301552,28927,344074,42109,835853,470428,311175,2812,4494,101.0,69.0
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,5172,602977,173767,153874,25228,291400,5172,22379,246909,130578,120474,217014,34430,25155,190837,13731,270430,51959,708322,389764,252888,2340,5172,98.0,72.0
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,20660,1694160,257004,454210,141503,835377,20660,63867,188672,573822,321173,593208,226846,414,723966,77409,706525,199211,1737345,1029479,713294,8169,20660,95.0,66.0
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,5773,620171,141003,199563,14656,314270,5773,24456,101778,149850,139173,203801,84326,25413,235593,36636,277432,59229,666218,391356,280462,2456,5773,100.0,72.0
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,13495,974079,129913,415361,31200,555582,13495,42912,138375,275134,272623,374666,209948,98,499900,34935,475525,108700,1193095,712017,499235,4914,13495,103.0,74.0
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,4667,591642,38367,315161,14939,312310,4667,18830,90590,275383,134167,191986,133986,27,320379,11199,243448,78115,618923,373564,252267,2642,4667,99.0,70.0
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,75634,1538054,73444,270586,58240,909400,75634,174279,181452,786843,636991,531907,343722,858,625071,148885,636443,291863,1925296,1154775,643614,7731,75634,99.0,75.0
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,4416,540168,69883,295188,10440,303114,4416,15535,138960,116640,130231,231871,81976,241,244534,21924,287483,34994,627880,377118,257116,2272,4416,102.0,75.0
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,6445,1238177,292641,525063,46720,549077,6445,27529,203879,262010,135162,401432,157967,915,496596,40597,536269,47934,1301347,683904,477668,4189,6445,99.0,66.0
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,20623,1689330,175108,391955,136415,865913,20623,69912,191963,693191,381181,524806,324328,1047,765045,91887,764911,144061,2096113,1116437,720713,8092,20623,101.0,70.0
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,10219,950158,57153,208702,35298,505950,10219,37357,163264,317795,167021,380659,116349,103,453098,35098,379629,149739,987538,575006,378174,4300,10219,101.0,72.0
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,273,155831,45956,42201,2870,46875,273,5067,64515,15987,58161,27726,13042,364,16802,12133,77969,2897,232286,95548,50269,455,273,94.0,73.0
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,997,248667,49286,43977,7088,81601,997,10310,129329,50104,127388,55207,31151,2298,48723,11656,134974,8213,414878,178608,100274,848,997,97.0,75.0
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,948,366845,85530,111332,6375,133744,948,10393,129846,38316,174397,75815,54383,796,80036,31137,196002,6427,505558,236676,133424,1118,948,96.0,74.0
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,6394,698178,115175,156108,25163,314567,6394,36186,248343,166347,365146,98575,213918,617,134228,82054,365266,29156,940424,499719,284637,2817,6394,96.0,79.0
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,27183,1389844,285471,234455,94184,536402,27183,82012,600839,463682,311695,257562,307051,1416,224180,96515,626023,37112,2871903,991255,547873,5982,27183,87.0,61.0
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,13634,1174361,281501,267197,78566,268120,13634,58336,456870,356823,254141,170338,374047,567,168309,49598,564776,33059,2378289,787408,472667,4290,13634,88.0,57.0
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,24122,2111907,474283,541146,185877,391542,24122,85491,823863,373803,278760,384892,322833,1316,252326,15852,853641,34772,3764404,1335224,818137,7224,24122,90.0,62.0
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,2509,787398,213814,301120,58520,99581,2509,27308,342667,146958,67875,155590,174989,453,97529,853,357876,4387,1499494,515229,367234,2797,2509,98.0,62.0
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,2404,442023,166731,151727,12533,65479,2404,14279,133123,150177,72893,122958,85631,117,46112,1947,240103,6104,856336,320763,202054,1510,2404,86.0,67.0
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,4613913,6652,1372032,425630,452055,115991,183381,6652,47324,831966,299061,135150,294403,316002,943,102270,5457,647550,7850,2930243,965876,699954,5419,6652,102.0,60.0
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,2989,416695,124718,74500,20347,119121,2989,19999,139646,171586,134051,82659,96715,64,51339,15575,196311,6261,817140,283276,194548,1514,2989,86.0,61.0
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,2681,1152160,430227,482897,37965,85814,2681,35463,447648,223076,93687,220216,326580,179,187350,2502,582513,7619,2275746,754346,446242,3060,2681,89.0,40.0
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,4672,1019483,206228,384432,72194,119972,4672,42969,436021,217983,124786,130319,305850,731,75078,1502,472507,5795,1975934,724362,502628,3634,4672,94.0,61.0
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,1551,760253,276614,328768,29916,57400,1551,15510,379253,141528,48201,104918,191185,199,85828,516,314737,4279,1415213,442339,283947,2174,1551,93.0,40.0
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,1655,701689,251755,273458,19098,73522,1655,18612,325773,133063,90787,187378,67368,157,51777,1547,312553,6773,1120432,408527,265310,1949,1655,86.0,56.0
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,3159,1192850,458479,421973,77235,108116,3159,26293,533140,305263,103904,239391,264344,361,110385,1497,554258,8736,2043335,709494,445269,3230,3159,91.0,52.0
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,15164,1401971,365985,326376,131699,272830,15164,56575,717585,428849,462993,76715,646459,588,323722,7796,698240,36162,2893965,952233,514141,5126,15164,89.0,49.0
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,3423,783688,296928,282260,36856,108101,3423,30244,470355,172901,62328,161329,193400,351,125645,1065,372178,5089,1574037,519265,363891,2775,3423,96.0,57.0
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,7303,1088036,232158,311489,52549,268353,7303,37341,498971,470279,380737,141480,442905,951,226734,9808,604085,17110,2404576,786305,450186,4310,7303,92.0,58.0
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,7865,1173260,332475,241137,65937,223922,7865,38225,443641,393105,257848,100733,450820,524,152581,10659,549364,26299,2246254,753949,472808,4534,7865,90.0,58.0
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,3492,652543,125980,248674,58552,99602,3492,20762,295979,129320,74557,128710,103011,361,38260,1895,283240,9071,1222695,437000,287767,2183,3492,92.0,60.0
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,827,394197,160094,150695,12555,41046,827,9437,168472,44786,27623,97672,26224,165,23226,1380,162755,3009,638046,214228,136669,1019,827,88.0,54.0
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,3100946,4469,876246,238237,291016,50418,150001,4469,36068,602403,257442,100060,165652,274621,371,109265,1942,463312,6074,1946336,664708,481219,3643,4469,102.0,60.0
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,2635,545984,242396,131779,28396,69591,2635,19712,238019,141689,57574,130131,120195,76,66179,9330,280646,6907,1149372,383707,237427,3461,2635,87.0,59.0
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,2964,506072,170827,158026,20803,113098,2964,21506,171216,166012,93434,138521,92232,234,58927,7502,261034,10690,979633,362026,237786,1825,2964,87.0,67.0
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,4746,831209,260406,272734,43505,127754,4746,28625,356093,238464,94981,153953,229802,302,90607,2351,403711,10253,1534832,543148,367332,2985,4746,96.0,59.0
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,2624,592267,245089,135679,43528,88081,2624,18733,270550,182879,113500,158537,108322,210,49109,8522,294748,9374,1224584,411153,246795,2058,2624,87.0,58.0
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,3385,1063929,328758,425366,51555,75263,3385,33501,409875,211608,117023,267526,88566,425,65256,3370,460648,8349,1624830,603831,395547,2868,3385,90.0,57.0
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,5834,761521,184595,150221,59942,196080,5834,31797,324525,237006,146593,197978,137810,662,102602,62870,379586,28917,1621154,543730,312689,2940,5834,88.0,61.0
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,1648115,53181,569109,72668,48845,35400,257586,53181,87188,201277,276925,245877,37461,266838,695,171326,40945,219857,87751,1015648,402967,188862,2578,53181,85.0,68.0
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,78116,1520538,158868,123680,83672,695130,78116,179552,534606,750601,701900,112973,679606,2693,347916,112059,672322,140034,2891069,1139871,559963,5946,78116,88.0,67.0
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,5309,1204602,368943,435934,68254,105767,5309,50180,566504,216165,116171,213032,213999,237,58602,3697,514080,5915,2234593,774130,556273,4079,5309,95.0,61.0
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,4313,1170552,440340,431532,65299,104084,4313,31811,678171,248745,66742,217341,288071,559,188037,1831,521253,9886,2223078,734903,464584,3614,4313,92.0,49.0
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,14597,1351629,255660,454931,82965,296619,14597,65360,873031,390206,213529,262327,390464,926,238404,16143,666811,22177,2755630,992114,659677,5455,14597,95.0,61.0
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,3845,1318946,596813,406830,59649,95508,3845,32065,741817,341739,173556,258126,361033,209,137163,2003,697057,7613,2598364,905306,559988,4209,3845,87.0,54.0
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,2217,620764,196613,243035,26109,104176,2217,18615,169207,206627,114634,136422,107861,109,52267,1875,276057,9057,1002817,410090,274954,1906,2217,87.0,64.0
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,8002,1437375,540762,436792,88404,181467,8002,52398,665376,239695,131852,325066,238355,787,135340,10919,653913,8271,2826453,927026,689979,5261,8002,102.0,61.0
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,8517,814914,228881,248072,48648,183340,8517,40774,184997,238492,147302,152745,135508,757,93390,8362,326556,25466,1171301,510728,308331,2651,8517,89.0,65.0
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,1840221,2825,599089,217672,131877,31600,89329,2825,18303,251669,205042,166582,45254,250627,220,97536,4824,300111,10385,1227283,391275,215849,2074,2825,91.0,53.0
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,2488,524676,239350,129517,51330,61491,2488,18082,237853,157415,85404,146596,72121,297,47225,2930,268151,6646,1069916,361028,223535,1730,2488,88.0,61.0
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,2682,628864,224986,234069,20783,49753,2682,25354,235341,197245,89107,167007,85797,287,53449,1260,320512,6125,1100820,415918,276272,2056,2682,86.0,65.0
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,1503,639086,141102,321410,30491,43753,1503,15029,184229,92723,46197,171705,33644,180,26654,2011,271140,3175,1034099,336401,210556,1645,1503,91.0,51.0
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,3486,1116973,265686,528388,57049,127331,3486,35931,836856,266463,95139,214524,303575,382,171798,2702,549999,5421,2236842,772777,500373,3704,3486,96.0,55.0
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,1079,503351,267580,131354,14882,77082,1079,9906,185575,84273,42178,115487,36945,97,20604,2110,209129,6708,793551,265080,159666,1287,1079,91.0,52.0
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,68506,1542806,175578,203029,99863,582769,68506,152257,489898,654614,539863,243172,503471,1602,427563,60932,688062,107236,2678289,1161686,685258,7486,68506,92.0,68.0
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,1316,349676,114244,130422,13523,42936,1316,11298,119002,70567,41692,97343,19921,179,18115,1170,157367,4536,527067,201394,137393,904,1316,88.0,56.0
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,2642,560840,270888,137174,24784,79022,2642,24451,234774,158322,72089,140987,128576,88,63151,4252,301040,7547,1193660,402321,265638,1998,2642,88.0,64.0
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,8726,840939,235886,179248,44453,281239,8726,37596,303291,240390,154472,110040,193876,878,119348,44350,385642,19001,1600686,535738,327854,3025,8726,86.0,59.0
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,2656,696747,145225,212343,118614,149908,2656,26716,344570,160149,87874,109751,187140,242,42095,3106,313109,5380,1402738,467343,323260,2693,2656,98.0,62.0
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,23717,1090539,196068,153995,63096,425624,23717,69473,412280,497784,421643,77119,470187,380,248730,32332,510035,47594,2165117,780475,451827,4953,23717,89.0,62.0
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,4447,881996,178132,334372,80246,145997,4447,24518,361642,131018,102361,190622,98038,685,44170,7808,381372,6470,1590528,552177,346773,2875,4447,90.0,57.0
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,11690,1417811,368638,338384,88733,281758,11690,61846,635957,532409,496107,99762,650922,210,266687,10544,737631,39319,3168270,988486,525574,5452,11690,91.0,47.0
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,10077,1291644,336049,323641,45952,368153,10077,56149,826387,553728,449383,150102,478281,770,203329,21322,645420,27173,2671757,911621,544283,4871,10077,89.0,58.0
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,2870,618605,216476,224192,22782,83006,2870,18097,294135,169387,162404,50892,298535,119,98099,1041,349881,7346,1320476,449673,256276,2125,2870,89.0,52.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,716,481294,306419,96815,5516,71612,716,5961,142397,42404,20284,95295,21922,924,23928,13099,171300,5499,545987,204801,115608,2829,716,98.0,46.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,5149,1066601,305746,386563,68642,140538,5149,34400,427626,186336,74799,291932,155290,671,113727,4594,523892,6378,2002569,703727,492097,3639,5149,100.0,60.0
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,5184,1204710,316891,507882,60774,247856,5184,34788,540661,297883,112567,341166,172901,719,125452,10160,597191,12244,2116007,776583,506583,3812,5184,94.0,58.0
